2,,21,10,自発的なコミットメント,プロジェクトはひとりひとりの行動でできている。,プロジェクトが進行している。,与えられた仕事だけをするという受け身の状態に陥ってしまう。,・ 自分が関わらなくても物事が進んでいくときには、自分は何もしなくてよいと 思ってしまう。 ・ 与えられたことをこなすのは、考えるべき範囲が少なくて済むので楽に感じる。 ・ いま何が起きているのか、そして、何を目指していくのかを把握しないと、何 をすべきかわからない。,「プロジェクトが自分（たち）のものである」という意識を持って、主体的 に取り組む。,プロジェクトは、それを構成するメンバーが動かなければ進まない。もしいま進 んでいるとしたら、それは誰か他のメンバーが動いているということを意味して いる。それに頼ることなく、プロジェクトでいま何をすべきかを考え、積極的に 行動することが大切だ。何をしてよいのかわからない場合には、「いま何をすれば よいのか」をメンバーに聞くことも、一種のコミットメントだと捉えてよい。た だし、「何かあれば、いつでも言ってください」というのは受け身の状態に過ぎな いので、そのときどきのやるべきことを自らつかみにいく姿勢が重要である。自 分の「貢献の領域」(No.8)を決めて貢献するのもよいし、「臨機応変な動き」(No.22) で貢献するのもよい。,自分の行動がプロジェクトを動かしているという意識が持て、より意欲的に取り 組むことができる。このような「自発的なコミットメント」を行うメンバーで構 成されるチームは、お互いに刺激し合い、活気がでてくる。そして、お互いに高 め合うことで「成長のスパイラル」(No.4)が実現する。
2,,20,11,ゆるやかなつながり,"それとなく仲間の状況を知ることで、
いつもどこかで通じ合う。",プロジェクトの時間外では、メンバー同士であまり関わり合いがない。,定期的な集まりだけではメンバー間の距離が縮まらず、毎回よそよそしい 雰囲気でプロジェクトを始めることになる。,・限られた時間では、人との距離を縮めることは難しい。 ・距離感があると、会話が生まれにくい。,"プロジェクトで集まる時間以外でもゆるやかなつながりを持ち、それとな
く他のメンバーの状況を知ることができる工夫をする。",連続性のあるコミュニケーションをとるようにするため、プロジェクトで集まる 時間以外もメンバーとシンクロできるような工夫をする。例えば、SNS(ソーシ ャル・ネットワーキング・サービス)を使って、お互いの状況をそれとなく知る ことができるようにしたり、一緒に食事していろいろな話をする機会を設けたり する。,お互いの状況をそれとなく知っている段階からプロジェクトに臨むことができる ため、話し合いの出だしがスムーズになる。常にゆるやかにつながることで親近 感がわき、メンバー同士の距離を縮めるきっかけになる。また、プロジェクトの 集まりだけでは知ることができない横顔に触れることで、メンバーのことをさら に深く知ることができる。
2,,10,12,弱さの共有,一人ひとりの弱さは、チームの強さに変わる。,プロジェクトを進めていく上で、悩みや不安、問題を抱えている。,悩みや不安、問題をひとりで抱え込んでしまい、作業が滞ってプロジェク ト全体の進行に影響を及ぼしてしまう。,・悩みや不安、問題を抱えているときには、創造的な発想は生まれにくい。 ・ある人が抱えている悩みや不安、問題は、他の人からはわからない。 ・ 作業が滞ってしまいプロジェクトに影響が出ると、ますますネガティブな気持 ちに陥ってしまう。,"プロジェクトに関することでも、それ以外のことでも、抱えている悩み・
不安・問題をチームのメンバーと共有する。",小さなことでも話を聞いてもらったり、具体的なアドバイスをもらったりする。 現在進行形で困っていることでも、これから起こりそうなことの心配でも、自分 だけで抱え込まずにメンバーと共有する。プロジェクトの活動の場ではなかなか 言い出しづらいかもしれないので、行き帰りやご飯を食べる機会など、何気ない ときに、話を切り出してみるとよいだろう。,悩みや不安、問題などの「弱み」を共有することで、自分では考えつかなかった 解決策が得られたり、悩みや不安が解消されることがある。また、他のメンバー が自分の状況を知ることができ、「臨機応変な動き」(No.22)につながるかもしれ ない。コラボレーションにおいては、ひとりで物事に取り組んでいるのではなく、 チームとして動いていることを忘れずにいるとよい。ひとりの「弱さ」はチーム の「強さ」に変えることができるのである。
2,,9,13,感謝のことば,「ありがとう」の気持ちを伝える。,プロジェクトを進めている。,今ある状況を当たり前に感じてしまい、他の人の努力や気遣いに気づかな い。,・ 自分が見ていないところでの他の人の努力や気遣いには気づきにくい。 ・ 自分の作業に集中するほど、自分がやっていること以外は見えなくなる。 ・ 当たり前になってしまったことを意識するのは難しい。,"周りの人との関係や今ある環境を見つめ直し、他の人のサポートに対して
感謝の気持ちを表す。","今ある環境が誰のおかげで成り立っているかを考え、そのありがたさを再確認す る。そして「ありがとう」という気持ちを「ことば」で伝える。ただし、決まり 文句のように表面的で形式的な「感謝のことば」では、本当の気持ちは伝わらない。 そうではなく、心から感謝を感じたときに、その度ごとの気持ちをことばにする のがよい。心からの「感謝のことば」は、出し惜しみせずに伝えるようにしよう。
",よい雰囲気の中でプロジェクトを進めることができる。さらに、お互いの感謝が 感じられるようになり、それぞれのメンバーがプロジェクトに貢献できていると 実感でき、さらなる「自発的なコミットメント」(No.10) につながっていく。
2,,11,14,創発的な勢い,"一人ひとりに還元できない
チームだからこそ生まれる勢いに乗る。",メンバーとともに新しいアイデアを考えている。,いいアイデアが生まれず、場の空気も停滞してしまう。,・ 自分の意見に自信が持てないと、発言するのに勇気がいる。 ・ ひとつの内容をずっと考えていると、思考は凝り固まってしま う。 ・ 真面目な雰囲気の中で、些細なアイデアを提案するのは気が引けてしまう。,"どんなことでも言いやすい雰囲気をつくり、創造的な発想の連鎖を引き起
こす。","誰かがアイデアを言ったときには、他の要素を組み合わせ、新たなアイデアを つくってみる。こうした発想の連鎖を繰り返していくと、個々のメンバーには還 元できないチームレベルの勢いが生まれ、それがチームの想像力や創造力を誘発 する。このような勢いを生じさせるためには、「まとまった時間」(No.15) や「創 造の場づくり」(No.16) が不可欠となる。また、普段から「ゆるやかなつながり」 (No.11) を持つことで、メンバーひとりひとりが自由に発言できる関係をつくるこ とができる。
",発想の連鎖によって、ひとりでは思いつかないような斬新なアイデアや、それを さらに魅力的にするような意見が次々と出され、チームとしての創造性が実現さ れる。また、この勢いが、チームのダイナミックな「一体感をつくる」(No.7)こ とにつながる。
2,,18,15,まとまった時間,プロジェクトにどっぷり浸かれる時間を確保する。,プロジェクトの活動の計画を立てている。,みんなで集まる時間を細切れに設定してしまうと、短い時間のなかででき るようなレベルの成果でよいという妥協が生じてしまう。,・ ある時間内にできることは限られている。 ・ 何がどのくらいできるかという予想は、どれだけの時間をかけられるのかによ って制限される。 ・予定された時間のあとには、メンバーはそれぞれ予定が入る可能性がある。,目指すクオリティに達するまで作業ができるように、まとまった時間をとる。,全員のスケジュールを共有し、各メンバーで日程を調整して、プロジェクトを最 優先にする時間をとる。また、作業が思いのほか長引いたり、話し合いが波に乗 った場合にそのまま続けられるように、その後の予定も空けておく。,プロジェクトの作業に集中できる時間ができ、一続きの作業をみんなで行うこと ができる。長時間の「まとまった時間」のなかで「創発的な勢い」(No.14) をつく ることができれば、プロジェクトが飛躍的に前進する可能性が生まれる。さらに 長時間一緒に作業することにより、チームの「一体感をつくる」(No.7)ことにも つながる。
2,,1,16,創造の場づくり,ワクワクする空間を自分たちでつくる。,プロジェクトの活動場所について考えている。,自分たちにとって創造的な活動がしやすい場所はなかなか見つからない。,・創造的なアイデアは、開放的で自由な雰囲気の中で生まれやすい。 ・フォーマルな空間では、インフォーマルな発言は出にくい。 ・何が活動のしやすさにつながるのかは、プロジェクトや人によって異なる。,楽しくのびのびと創造的な活動ができる空間を、自分たちでつくる。,まず、プロジェクトの活動の場には、メンバーで輪になって話しあえるテーブル や、アイデアを書いたり情報を整理したりするためのホワイトボードがあるとよ い。それに加えて、自由にのびのびと活動できる工夫や、活動が楽しくなる遊び 心を加えてみる。例えば、壁一面をすべてホワイトボードにすると、一般的なサ イズのものに比べて、誰でも思いきり書くことができ、自由にどこまでも発想を 広げてよいという印象を生み出すことができる。また、ブレインストーミングな どで付箋を使うときには、カラフルな色を混ぜて使ったり、面白いかたちのもの を使ったりすると、見た目が華やかになり、楽しい雰囲気になる。,魅力的な空間がメンバーのやる気と創造性を刺激し、「創発的な勢い」(No.14)が 生じやすくなる。また、場づくりにどのような工夫をするのかを一緒に考え、実 践することで「一体感をつくる」(No.7)ことにつながる。他のメンバーへのサプ ライズとして「飛躍のための仕込み」(No.23)をして盛り上げるというのもよい。
2,,20,17,活動の足あと,自分たちの活動の軌跡を残す。,プロジェクトにおける情報共有の仕組みを考えている。,作業の進捗情報を共有するだけでは、他のメンバーがやっていることをき ちんと理解することはできない。,・いま取り組んでいることの意味や意義は、それまでの経緯に依存している。 ・自分の作業に集中するほど、自分がやっていること以外は見えなくなる。 ・ 途中段階の成果や記録が担当した人の手元にしかないと、他の人は必要なとき に参照できない。,それぞれの作業の成果や記録をメンバー全員で共有し、誰でも必要なときに時系列でたどり直せる仕組みをつくる。,例えば、担当別のメーリングリストはつくらず、メンバー全員が入ったメーリン グリスト上で、途中段階の成果や記録を共有し、やりとりも残るようにしておく。 そうすることで、そのときは必要でない情報であっても、各自がいつでも過去の 経緯を見直すことができるようになる。また、手描きのスケッチなどは、活動場 所の壁に貼っていくようにするとよい。新しいバージョンができたときには、貼 り替えずに重ねて貼っていくと、以前のバージョンを参照したり変化をみたりす ることができるようになる。,別々の作業をしていても、他のメンバーが何をしているのか/してきたのかを把 握できるようになる。特に、「臨機応変な動き」(No.22) によって他のメンバーを 手伝うときには、これまでの経緯を把握するための重要な仕組みとなる。また、 なんとなく横目でみていた他のチームの成果ややりとりが、後に自分の発想につ ながることもあるし、プロジェクトの「全体」を感じることにもつながる。
2,,24,18,意味のある混沌,"何をどうすればよいのがわからない状況。
その状況こそ、まったく新しい道が開くチャンスである。",プロジェクトを進めているときに、行き詰まって停滞してしまっている。,計画性や効率性を重視するあまり、早くその状態から抜け出そうと妥協し てしまう。,・ 不安定で不透明な状況は、居心地が悪い。 ・ 刻々と時間は過ぎていき、目標のデッドラインが近づいてくる。 ・ すぐに思いつくようなアイデアを採用するのは容易いが、それでは大きな飛躍 は起きない。,行き詰まって混沌とした状態を、新しい道が開けるチャンスだと捉え、そこにとどまって考え抜く。,そのとき、すぐにアイデアや意見が出ずに、気まずい沈黙が続くことがある。し かし、それは全員が深く考え込むために不可欠な沈黙なので、無駄な時間だと決 めつけて切り上げないようにする。本当に新しいことに取り組んでいる場合には、 自分たちが考えたことや、やっていることの意味自体も、新しくつくる必要がある。 そのために一緒に悩む時間をとることが重要なのである。,自分たちが取り組んできたことの新しい意味づけや、新しいアイデア、新しい方 法が生まれる。そうなると、いままで停滞していた状況から一段上のステージに 上がり、一気にプロジェクトが動き始めるだろう。そうした中で発想の連鎖が巻 き起こり、「創発的な勢い」(No.14)が生まれやすくなる。この段階で、再度「ゴ ールへの道のり」(No.21) を考え直すとよい。
2,,5,19,アイデアをカタチに,突飛なアイデアほど、説明されても実感できない。,メンバーに共有したいアイデアがある。,アイデアが革新的であればあるほど、一生懸命説明しても他のメンバーに 理解してもらえない。,・頭の中に思い描いているイメージは、他の人からは見ることができない。 ・これまでに存在しないものをイメージすることは難しい。 ・ことばで表現できることには限りがある。,アイデアを目に見えるカタチにし、それを見せながら説明する。,頭の中のアイデアを実際にカタチにしてみる。ラフなスケッチや大雑把なプロト タイプで構わないので、他の人の目にも見えるようにする。「アイデアをカタチに」 する段階で、曖昧になっていた部分を具体化する。,自分の中にあったアイデアを他のメンバーと共有することができ、チームのアイ デアへと変えることができる。カタチにしたアイデアは「飛躍のための仕込み」 (No.23)になり、メンバーに新しい発想やアイデアを生み出すきっかけになるこ とがある。また、「アイデアをカタチに」すると、「インサイド・イノベーター」(No.20) として周りを巻き込みやすくなる。
2,,5,20,インサイド・イノベーター,"本当に新しいことは理解されない。
まずはメンバーを巻き込み、先導することから。",とてもよいと思うアイデアを思いつき、他のメンバーと共有したが、理解 や共感をあまり得られなかった。,そのアイデアがもつ可能性すら模索されずに消えてしまう。,・ 斬新なアイデアほど、理解されにくい。 ・ そのアイデアが本当に成功するかは、事前には誰にもわからない。 ・ 他の人から理解されないと、自信がなくなる。,よいと思うアイデアを、まずは自分だけでもよいから育て、徐々に理解や共感をしてくれるメンバー増やし、巻き込みながら進めていく。,ひとりでできることから取り組んでいき、自らそのアイデアの可能性をより確か なものに変えていく。その過程でわかったこと、例えば、それがどのようなアイ デアであり、なぜ重要なのかということを、周りの人に語っていく。理解や共感 をしてくれる人がでてきたら、その人と一緒にアイデアを育て、さらなる理解者・ 共感者を増やしていく。,そのアイデアによって、成果やプロセスに大きな革新が起きる可能性がある。また、 そのアイデアそのものが残らなかったとしても、それが刺激となって、他のメン バーの新しい視点や発想を生むきっかけになることがある。
2,,19,21,ゴールへの道のり,"目指すゴールへと確実に辿り着くために、
どうやって進むのかを確認する。",プロジェクトが進み、目の前の作業に集中している。,ゴールにたどり着くことができないペースでプロジェクトを進めてしまう。,・ 目の前の作業に集中するほど、他のことが意識できなくなる。 ・ 自分たちの近い将来の苦難を想像することは、心理的に避けてしまう。 ・ 時間は有限である。,メンバー全員で今後の流れを把握し、ゴールから逆算しながらマイルストーンを設定する。,全体の状況を踏まえて、ゴールから逆算し、いつまでに何ができていないといけ ないのかを確認する。そして、今後何をすべきなのかを定期的に把握する。それ を実現するためにどのようなスケジュールで取り組んでいくのかをみんなで決め る。このとき、創造に不可欠な「意味のある混沌」(No.18)の時間や、クオリテ ィ上げのために「一度こわす」(No.27)時間も考慮にいれることが重要となる。,日々の作業ごとに達成すべき目標が明確になり、集中して作業に取り組むことに つながる。また、プロジェクト全体と今後のことがわかるようになるので、「臨機 応変な動き」(No.22)がしやすくなる。
2,,17,22,臨機応変な動き,状況に応じて、役割の垣根を越える。,プロジェクトが進行していくなかで、当初は予想しなかった問題やタスク が生じている。,その問題やタスクに誰も取り組まず、放置されたままになってしまう。,・ 自分の役割に集中してしまうと、他のことに気づきにくくなる。 ・ 無意識のうちに他人まかせになってしまう。 ・ 役割以外のことをやらなくても、責任は問われない。,プロジェクト全体の進行と個々のメンバーの状況をみて、いま自分が何をすべきかを考え、臨機応変に動く。,一歩引いて、プロジェクト全体を俯瞰してみる。誰が何に取り組み、どこに取り こぼしや追加の問題・タスクがあるのかを把握する。そして、重要度から判断して、 それらに取り組んでいく。このときは、以前に決めた「貢献の領域」(No.8)や役 割・担当にとらわれずに、できる人ができることをするという意識で積極的に動く。 今まで自分が関わってこなかった領域であれば、「活動の足あと」(No.17)をたど り直して、これまでの経緯を理解しながら取り組む。,想定していなかった問題や状況にも迅速に対応し、プロジェクトを進めることが できる。また、プロジェクトの進行とメンバーの状況にアンテナをはっておくこ とで、起こりうるトラブルを未然に防ぐこともできるようになる。自分で選んだ「貢 献の領域」(No.8)の外で貢献することで、今後の自分の「貢献の領域」(No.8) を 広げることにもつながる。
2,,5,23,飛躍のための仕込み,"プロジェクトを盛り上げる起爆剤を用意して、
一気に加速・飛躍させる。",プロジェクトが進み、日々の作業をこなしている。,チームの雰囲気が停滞し、新たな発想が生まれない。,・自分の作業に専念するほど、他のことが見えなくなる。 ・時間に追われているときには、他のことをする余裕がなくなる。,メンバーの気持ちが高まり、みんなが盛り上がるような仕掛けを準備し、実行する。,メンバーの新しい発想やアイデアを引き起こすようなものをプロジェクトに持ち 込んでみる。例えば、魅力的な本や映像を持ち込んで、メンバーの想像力を刺激 してみる。あるいは、いつもと違う雰囲気にするために、ちょっとした遊び心を 取り入れてみる。例えば、みんなが喜ぶようなお菓子の差し入れをしてみたり、 メンバーが盛り上がるような音楽をかけてみたりする。,プロジェクトの場が、より楽しく自由で創造的な雰囲気になる。そのことが、「創 発的な勢い」(No.14) を生み出すことにつながっていく。また、そのような共有体 験がチームの「一体感をつくる」(No.7)ことにもなる。みんなの反応を想像しな がら仕込みをすることは、準備をしている側にとっても楽しいものだ。
2,,9,24,世界を変える力,"いまつくっている成果は、
本当に「世界を変える力」をもっているだろうか？",プロジェクトの成果がカタチになりつつあり、そのつくり込みを行なって いる。,成果のつくり込みの詰めが甘いと、プロジェクトが目指す未来を実現する ことはできない。,・終わりが見え始めると、完成することが目的になってしまいがちである。 ・外部からの目がないと、自分たちの現状に疑問を持てない。 ・クオリティは数値で測れるものではない。,いまの成果が本当に「世界を変える力」を持っているのかを問い続ける。,ターゲットとなる人たちがその成果にどのように出会い、どのような印象をもち、 どのように使うのかを具体的に想像する。その上で、成果を本当に使ってくれる のか、そして、使い続けてくれるとしたらそれはなぜなのかを考える。もし「世 界を変える力」を持っていないとしたら、どうしたらその力を持たせることがで きるかを考える。すでに力を持っているならば、それを強化するためにはどうす ればよいか考える。,その成果が世界を変えるカギはどこなのかが明確になる。それによって、プロジ ェクトに取り組む意義もより明確になるため、最後まで徹底したクオリティ上げ をすることを後押しする。
2,,19,25,クオリティ・ライン,"目指すクオリティの高さを
何度も何度も確認する。",高い成果を求めて、つくり込みをしている。,各自が「よい」ものをつくりたいと思っていても、そこそこのクオリティ になってしまう。,・人によって、「よい」と思うレベルは異なる。 ・一度カタチになると、満足してしまう。 ・明確でなく、目に見えないものをメンバー間で共有することは難しい。,目指すクオリティを高いレベルに掲げ、それと現状との差異を全員で何度も確認する。,高いクオリティは、現状との差異で「まだ足りない」という感覚からのみ感じる ことができる。プロジェクトのメンバーと、ことあるごとに自分たちが目指して いる「クオリティ・ライン」が相当に高いということ、そして「現状では、圧倒 的に足りない・遠い」ということを確認しあうことが大切だ。そのような機会を 何度も設けよう。,プロジェクトのメンバー全員で、現状に満足することなく、さらにクオリティを 上げ続けることができる。そのような飽くなきクオリティ上げ以外に、近道はない。 このように高いクオリティのものをつくることによって、「世界を変える」(No.24) ことや「伝説をつくる」(No.3)ことにつながる。
